ID,性別,年齢,メッセージ人数,掲示板投稿数,被通報数,会員フラグ(プレミアム、ダイヤモンド),ニックネーム,身長,年収,資産,職業,体型,飲酒,喫煙,婚姻状況,居住地,交際タイプ,自己紹介,メッセージ送信可能フラグ,メッセージ送信済みフラグ,画像取得フラグ,登録日時,作成日時,更新日時
14725303938467,1,50,0,0,0,,tatuyan,175～179cm,600万円以上,500万円以上,公務員,普通,飲む,吸わない,独身,石川県,,"大人の落ち着いたお付き合いがしたいです<br>
よろしくお願いします",true,false,true,9999-12-31,2018-05-14,2018-05-14
14659586613816,1,49,0,0,0,,warawara,170～174cm,1000万円以上,1000万円以上,会社経営,普通,飲まない,吸わない,既婚,大阪府,,"はじめまして。素敵な出会いを探しています。気の利いたメッセージも浮かびませんが、まじめに<br>
こつこつやってる人が大好きです。<br>
お食事や旅行や野球観戦を楽しめる方を求めています。<br>
一緒に楽しみましょう！",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191788583,2,38,58,0,0,,さほり,150～154cm,,,無職,普通,飲む,吸わない,既婚,東京都,まずは食事から,"ゆとり時間を求め、初めて<br>
登録してみました。緊張します。<br>
<br>
出会いがお互いの活力になると<br>
いいな。<br>
主婦なので平日の昼間しか<br>
時間が取れませんがランチから<br>
よろしくお願いします。",true,false,true,2018-01-21,2018-05-14,2018-05-14
14659588561642,1,52,0,0,0,,トムト,170～174cm,1000万円以上,2500万円以上,会社経営,少し太め,飲む,吸わない,既婚,宮城県,,"最近はワークアウトが趣味で体づくりを始めて5年ほどになります。<br>
相手に不快を与えるタイプではないと思います。<br>
性格はいたって穏やかです。<br>
年齢なりの女性のエスコートはわきまえていますし、ゆったりと落ち着いた会話ができると思います。<br>
美食も趣味なのでおいしいお店にエスコートは任せてください。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14460009547459,2,22,4,0,0,,彩,160～164cm,,,学生,やや細め,時々飲む,吸わない,独身,東京都,まずは食事から,"20歳の大学生です<br>
年上の人が好きなのでいい出会いがあればと思いこちらのサイトに登録しました<br>
自分の性格はかなりサバサバしてると思いますが甘えたい欲も多々あり、、です<br>
人見知りで緊張しいなところがありますがよろしくお願いします",true,false,true,2015-10-28,2018-05-14,2018-05-14
14715765994305,1,49,0,0,0,,たかみん,175～179cm,1000万円以上,1000万円以上,会社経営,太め,飲む,吸う,独身,埼玉県,,"一緒に美術館やコンサート、旅行へ楽しいおしゃべりとともに出掛けませんか？<br>
ちょっとスパイシーな会話と審美眼を持った目で美術館や博物館を訪れてみませんか。<br>
クラシック、ジャズ、ポップ等コンサートの後には雰囲気のあるお店でお酒とともにおいしい料理を。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14460141153289,2,33,4,0,0,,ツバキ,160～164cm,,,フリーランス,やや細め,飲む,時々吸う,独身,福岡県,積極的,"大人な人が好きです<br>
<br>
バツ１です<br>
<br>
趣味は旅行です<br>
<br>
無口な落ち着いた感じの人が好きです",true,false,true,2015-10-28,2018-05-14,2018-05-14
14719158292137,1,57,0,0,0,,トオム,170～174cm,1000万円以上,1000万円以上,医師,少し太め,飲む,吸う,既婚,栃木県,,恋人気分で食事や映画を楽しめる方を求めています。よろしくお願いします。,true,false,true,9999-12-31,2018-05-14,2018-05-14
14465316929073,2,26,3,0,1,,満里奈,150cm以下,,,学生,普通,時々飲む,吸わない,独身,鹿児島県,相手に合わせる,"鹿児島県の大学に通っている学生です。<br>
性格としては優しい、癒し系、ほわほわしてると友人から言われます。<br>
幼く見られることの方が多いです。<br>
真面目で誠実な方、タバコは吸わない方に惹かれます。 ",true,false,true,2015-11-03,2018-05-14,2018-05-14
14768411586825,1,50,0,0,0,,卓詞,175～179cm,800万円以上,1000万円以上,会社役員,普通,飲む,吸う,独身,福島県,,"今まで特に縁もなく、この年まできてしまいました。<br>
恋愛も長いことしていません。<br>
ここで良い出会いがあればと思います。<br>
趣味とかは特にありませんので、知り合えた方の趣味を共有出来ればと思います。<br>
よろしくお願いいたします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191771454,2,20,5,0,0,,こぴん,160～164cm,,,会社員,普通,時々飲む,吸わない,独身,神奈川県,相手に合わせる,こんにちは。お友達に勧められてはじめてみましま。こんな私ですがどうぞ宜しくお願いします。気軽に話しかけて下さい,true,false,true,2017-11-01,2018-05-14,2018-05-14
14660482721027,1,30,0,0,0,,のぐっさん,175～179cm,300万円以上,100万円以上,会社員,普通,飲む,吸わない,独身,神奈川県,,身も心も癒しあえる様な出会いがあればいいですね。女性に対しての優しさは、誰にも負けない！(つもりですが・・(笑),true,false,true,9999-12-31,2018-05-14,2018-05-14
14437698809803,2,41,2,0,2,,みどり,155～159cm,,,その他,普通,飲む,吸わない,独身,北海道,相手に合わせる,"初めまして、気の合う人と出会えたら、一緒にいろんな景色を見に行ってみたいです。<br>
穏やかな感じの人が好みです。<br>
よろしくお願いします。",true,false,true,2015-10-02,2018-05-14,2018-05-14
14438362256927,2,33,3,0,0,,ゆうな,155～159cm,,,会社員,普通,飲む,吸わない,独身,埼玉県,相手に合わせる,"はじめまして。外資系の企業に勤めています。<br>
趣味は料理で健康マニアです。<br>
性格は穏やかで素直で優しい、面白いと言われます。<br>
家事をするのもお仕事をするのも好きです。<br>
いろんなところにお出かけに連れて行ってもらえたら嬉しいです。",true,false,true,2015-10-03,2018-05-14,2018-05-14
14714058544163,1,50,0,0,0,,バーター,175～179cm,800万円以上,1000万円以上,会社経営,普通,飲まない,吸わない,独身,三重県,,"今の生活も楽しいですけど<br>
このまま張り合いなく過ごすのは<br>
寂しく思い、登録しました。<br>
<br>
魅かれるタイプは、真面目で優しい方で<br>
猫好きな方ですと嬉しいです。<br>
<br>
休日の過ごし方は、買い物、映画、ドライブやインドアで過ごしたり色々です。<br>
今までで一番高価な買い物は…車です。<br>
<br>
先ずは色々話してみたいと思いますので<br>
よろしくお願いします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14714063544816,1,50,0,0,0,,NOK,170～174cm,800万円以上,1000万円以上,会社経営,普通,飲む,吸わない,独身,愛知県,,"閲覧ありがとうございます。福祉系の自営業をしています。<br>
休みは不定期です<br>
<br>
魅かれるタイプは、見かけだけでなく、内面のしっかりした方に、惚れるかもしれません。<br>
苦手なタイプは、特にありません<br>
<br>
休日の過ごし方は映画鑑賞です",true,false,true,9999-12-31,2018-05-14,2018-05-14
14445438810892,2,25,2,0,0,,里奈,160～164cm,,,会社員,少し太め,時々飲む,吸わない,独身,富山県,相手に合わせる,"こんにちは(*^^*)<br>
<br>
犬が好きで13歳になる柴犬を飼っています。いくつになっても可愛い自慢のペットです。<br>
<br>
子どもが好きで、幼稚園の年少さんの担任をしています(´∀`)♪ <br>
<br>
恋愛経験が少ないので、リードして頂けたら嬉しいです。<br>
<br>
よろしくお願いします♪",true,false,true,2015-10-11,2018-05-14,2018-05-14
14714078622038,1,50,0,0,0,,崇大,165～169cm,1000万円以上,1000万円以上,会社経営,普通,飲む,吸わない,独身,東京都,,"人を思いやる優しい人、素直な人が好きです。<br>
いろんな性格、価値観を持つ方いると思います。<br>
いろんな会話をしてだんだん仲良くなれたらいいな。<br>
<br>
休みは土日祝です。なんの予定もなければ家で音楽聞いたり、撮りためたTV番組見たりしてのんびりもしますが、天気がいいとドライブとかしてます。<br>
<br>
仲良くなったら、食事や旅行に行ってみたいです。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14449894072013,2,28,2,0,1,,ゆるり,150～154cm,,,会社員,普通,時々飲む,吸わない,独身,鳥取県,相手に合わせる,"鳥取市で医療関係の仕事をしています。<br>
<br>
一緒にご飯にいったり、映画に行ったりできる方がいたらいいな♪<br>
<br>
よろしくお願いします☆",true,false,true,2015-10-16,2018-05-14,2018-05-14
14714899358691,1,51,0,0,0,,キサラギ,170～174cm,800万円以上,1000万円以上,会社経営,少し太め,飲む,吸わない,独身,宮崎県,,"趣味は旅行、音楽コンサート鑑賞、美術館巡り、自然散策、散歩等です。<br>
<br>
海外旅行は主に西ヨーロッパを訪れています。フランス、ドイツ、英国、スイス等です。<br>
街並みを鑑賞し、街路を散策し、地方での自然景観とも親しんでいます。<br>
列車でのんびり各国を移動するのが楽しみです。<br>
国内旅行にも興味があります。一緒に旅しましょう。<br>
",true,false,true,9999-12-31,2018-05-14,2018-05-14
14719169273780,1,50,0,0,0,,海よ,175～179cm,600万円以上,500万円以上,会社員,普通,飲む,吸わない,独身,大分県,,"ヤッホー!<br>
今はレジャー関係の仕事をしています。<br>
趣味は音楽鑑賞、ドライブ、ゲームや友達と出掛けたりする事です。<br>
とりあえず友達からの関係で行けたらなと思ってます。<br>
よろしくお願いします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14469879322357,2,23,4,0,0,,ゆかり,155～159cm,,,学生,やや細め,時々飲む,吸わない,独身,千葉県,まずは食事から,"はじめまして。<br>
私のチャームポイントは笑顔です！よくニコニコしてるねと言われる事が多いです。 <br>
大人のお付き合いに興味があって登録しました。<br>
まずは食事からお願いします。",true,false,true,2015-11-08,2018-05-14,2018-05-14
14719190107158,1,50,0,0,0,,コオイチ,165～169cm,1000万円以上,1000万円以上,会社経営,普通,飲む,吸う,独身,広島県,,"旅行、特に海外旅行が大好きです。<br>
年に最低1回は1週間ぐらいの休暇を取り、どこかに出かけるようにしています。<br>
世界遺産からリゾート地まで、どんな所にも興味があり、色々な国へ行ってみたいと思っています。<br>
同じように旅行がお好きな方と、色々な国へ行って、旅行を楽しみたいです。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14517065919283,2,40,4,0,0,,綾乃,160～164cm,,,フリーランス,普通,飲む,吸わない,独身,福岡県,相手に合わせる,"楽しく過ごせる方で、美味しいお食事に連れて行って下さる方、仕事柄、収入が安定しないので、サポートして下さる方を探しています。<br>
トラブルになりたくないので、独身の方のみでお願いします。",true,false,true,2016-01-02,2018-05-14,2018-05-14
14719191983475,1,51,0,0,0,,ナッツ,175～179cm,800万円以上,1000万円以上,会社経営,少し太め,飲む,吸わない,独身,徳島県,,"割と聞くタイプなので、普段思っていることや考えていることを、何でも話してください。<br>
",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191812197,2,26,5,0,0,,sa061,160～164cm,,,会社員,少し太め,時々飲む,吸わない,独身,東京都,まずは食事から,"26歳都内在住でクリニックの受付をしています！<br>
このようなサイトを使うのはこちらが初めてなので、不安もありますが、まずは一緒に食事したり楽しくお話し出来る方と出会えたら嬉しいです(*^^*)<br>
<br>
身長164cm、体重55kg<br>
B88/W64/H93<br>
性格はマイペースで、おっとりしているとよく言われます。<br>
写真はメッセージを頂ければ公開します。",true,false,true,2018-04-27,2018-05-14,2018-05-14
14719211512934,1,49,0,0,0,,DANBO,175～179cm,1000万円以上,2500万円以上,会社経営,普通,飲む,吸わない,既婚,岐阜県,,"お食事とドライブなど大人の関係を楽しめる方を求めています。<br>
",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191805712,2,36,92,0,0,,coco◡̈⃝︎⋆︎*,160～164cm,,,会社員,細め,時々飲む,吸わない,既婚,東京都,相手に合わせる,"初めまして❁︎<br>
<br>
仕事も忙しく<br>
こどももいるため、<br>
お会い出来るのは<br>
平日の午前中から夕方までです。<br>
服飾、美容関係に携わって<br>
いたので<br>
見た目はちゃんとしている<br>
つもりです。<br>
グラマーな巨乳好きの方には<br>
ごめんなさい💦合わないかもです。<br>
細身のスレンダーがタイプの方には<br>
大丈夫かなと思います✩︎<br>
<br>
何事も基本的に受け身のため<br>
優しくリードしてくれる方と<br>
月1-2回会えたら嬉しいです。<br>
また、<br>
束縛などはせず、<br>
会ってる時は楽しめて<br>
家族や仕事に支障が出ないよう、<br>
その辺りの感覚も一緒だと嬉しいです❁︎<br>
<br>
あ( ˊᵕˋ )<br>
あと。<br>
マッサージが得意な方なら<br>
すごく嬉しいです✩︎⡱<br>
凝りすぎて困っています❁︎<br>
",true,false,true,2018-04-02,2018-05-14,2018-05-14
14768421904716,1,51,0,0,0,,コウZI,165～169cm,500万円以上,1000万円以上,会社員,太め,飲む,吸わない,独身,神奈川県,,"はじめまして(^^)<br>
いい方と出会えるといいかなって事で登録してみました。<br>
私はメーカーで製品開発の仕事をしています。<br>
仕事が好きで平日は充実感でいっぱいです！<br>
でもプライベートでは…。<br>
好きなことはグルメ、ジョギング、テニス、旅行等です。<br>
何でもとりあえずやってみる派です。<br>
休みは土、日、祝日で、うちでゆっくり休むこともありますが、たいていどこかに出掛けてます。<br>
こんな私ですが、まずはメッセージ交換からしてみませんか？<br>
よろしく！！",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191814488,2,26,10,0,0,,音空,155～159cm,,,会社員,普通,時々飲む,吸わない,独身,大阪府,まずは食事から,"まだ仕組みなどよくわかっていませんが、楽しくお食事やお茶など出来ればと思っています(*´꒳`*)よろしくお願いします！<br>
<br>
とりあえず顔合わせで気に入っていただければ、何度かお会いできればと思います☆",true,false,true,2018-05-06,2018-05-14,2018-05-14
14768424017645,1,58,0,0,0,,知央,175～179cm,1000万円以上,2500万円以上,会社経営,太め,飲む,吸わない,独身,沖縄県,,"良き出会いを求めて登録しました｡見た目は実年齢よりは若く見えるようです。<br>
明るく楽しく、貴方との関係を育んでいきたいと思っています。よろしくお願いします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191816381,2,23,4,0,0,,⭐なーちゃん⭐,155～159cm,,,会社員,普通,時々飲む,吸わない,独身,大阪府,まずは食事から,"興味本位ではじめてみました♪<br>
<br>
気軽に楽しい時間が過ごせたらいいなと<br>
思います。 顔写真は載せられないので<br>
まずはメッセージからお願いします(*^^*)<br>
<br>
※なにかの理由でトラブルに巻き込まれる<br>
可能性があるかもしれない既婚者の方は<br>
申し訳ございません😢",true,false,true,2018-05-12,2018-05-14,2018-05-14
20581191783473,2,23,95,8,0,,けっち,160～164cm,,,会社員,普通,時々飲む,吸わない,独身,東京都,まずは食事から,"初めまして(*´꒳`*)<br>
<br>
歯医者さんで働いてます<br>
色々な方の話を聞いて自分のためになったり<br>
勉強になればと思い始めてみました。<br>
あと少し人見知りなので、そこもなおせたらと思います😌<br>
優しい方との出会いを楽しみにしてます(*´-`)<br>
<br>
性格は落ち着いてる、優しいと言われます<br>
会っている時はお互いのことを<br>
おもって、過ごしたいです(*´꒳`*)<br>
 <br>
なにかの縁ですので<br>
出会いは大切にしていきたいです🌸<br>
<br>
お食事パパをさがしています(*´꒳`*)<br>
",true,false,true,2017-12-28,2018-05-14,2018-05-14
14768438699165,1,50,0,0,0,,ランナー,170～174cm,1000万円以上,2500万円以上,医師,普通,飲む,吸わない,独身,福島県,,"閲覧ありがとうございます。<br>
性格は負けず嫌いですが、普段はわりと穏やかな方だと思います。<br>
夏はラフティングや素潜り、キャンプ、冬はスノボ、スポーツはアメフト、フットサル、ゴルフなどをやっていて、アウトドアな方ですが、インドアも好きで、マンガやDVDなどはよく見たりしてます。<br>
とにかく楽しそうだなと思ったらやってみるタイプです(笑)<br>
よろしくお願いします！！",true,false,true,9999-12-31,2018-05-14,2018-05-14
14768440202974,1,51,0,0,0,,ダイヤ,160～164cm,800万円以上,1000万円以上,会社経営,やや細め,飲む,吸わない,独身,石川県,,"閲覧ありがとうございます。 魅かれるタイプは…優しく面倒見の良い方です。 休日の過ごし方は…アウトドアなので、友達と遊びに行ったり、時々旅行もいきます。 良かったら仲良くしてください^ ^<br>
よろしくお願いします！",true,false,true,9999-12-31,2018-05-14,2018-05-14
14768479441347,1,34,0,0,0,,楽生,170～174cm,600万円以上,1000万円以上,オーナー,普通,飲む,吸う,独身,山形県,,"良識を持った方で、自己管理が出来て人に過度に依存しないタイプが良いです。<br>
実現したい夢があるならば応援したいですね。<br>
私生活では気持ちの起伏が激しすぎる人は、対応はできますがほっときたくなります。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191797334,2,30,66,0,1,,Mmi56,155～159cm,,,会社員,普通,時々飲む,吸わない,独身,神奈川県,相手に合わせる,素敵な出会い探しています(o^^o)よろしくお願いします。,true,false,true,2018-02-26,2018-05-14,2018-05-14
20581191810594,2,23,22,5,0,,Misora,165～169cm,,,会社員,やや細め,時々飲む,吸わない,独身,東京都,まずは食事から,"社会人2年目になりましたMisoraです❁<br>
ようやくお仕事にも少しずつ慣れてきて、もっとお仕事のための勉強がしたいと思い応援して下さる方を探しております。お休みの日に素敵な時間を一緒に過ごせる方が見つかれば嬉しいです。<br>
<br>
食べる事が大好きです！ご飯は絶対に残さない主義です(笑)<br>
今はお休みの日は一人でふらっと出掛けることが多いです。お仕事の市場調査と称して甘いものを食べたり、愛用の一眼で写真を撮りに行ったりしてます。<br>
<br>
申し訳ありませんがこちらで大人の関係は求めておりませんので、そういったお付き合いをご希望頂いてもお返事はできません。<br>
<br>
ゆっくりお食事でもしながら2人きりで楽しい時間を過ごせる方が見つかれば嬉しいです(*´ω`*)<br>
お気軽にご連絡ください❁<br>
<br>
※お会いできる土日は東京にお出掛けすることが多いので東京とさせて頂いていますが北関東在住です",true,false,true,2018-04-21,2018-05-14,2018-05-14
14719226478237,1,50,0,0,0,,ウォレス,165～169cm,1000万円以上,2500万円以上,会社経営,少し太め,飲む,吸う,既婚,山形県,,"下らないことでも、大笑いし合える関係を望んでおります。サクラではなく、良心的で本当に繋がりを求めている方だけコミュニケーションを取りたいと思います。<br>
",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191779257,2,24,225,23,0,,まいchan,150～154cm,,,会社員,普通,時々飲む,時々吸う,独身,福岡県,まずは食事から,"閲覧ありがとうございます！<br>
<br>
現在介護士として働きながら通信高校に通っています。<br>
色々とあった過去の経験をいかし、これから看護師になるために看護学校に通いたいと思って勉強しています。最終的には不妊治療専門医院で働きたいと思っています。<br>
<br>
海でぼーっとしたり<br>
星見てほへぇーとしたり<br>
音楽聴きながらドライブしたり<br>
映画をみたり<br>
小説を読んだり<br>
アニメを見たりするのが好きです(｡･ω･｡)<br>
<br>
休日には前夜に芋焼酎のんだり、<br>
友達とカフェ巡りにはまっています(ﾉ･ω･)ﾉ<br>
観劇や生バンドも好きです！<br>
旅行もしてみたいな∩^ω^∩<br>
<br>
のんびりお話して過ごしたり<br>
美味しいものを食べたり<br>
一緒に美味しいお酒飲んだり、<br>
堅苦しいのは苦手なので<br>
ゆったり過ごせたらなと思います。<br>
<br>
夢を応援してくださり優しく安心できるような<br>
また私自身成長できるような方に出会いたいです。<br>
<br>
少しでも気になっていただけるなら連絡欲しいです！<br>
よろしくお願いします∩^ω^∩<br>
<br>
山口県住みですが、仕事以外は自由に動けるため<br>
行く率の高い福岡に設定しました。",true,false,true,2017-12-07,2018-05-14,2018-05-14
14719231543548,1,51,0,0,0,,Shuuto,175～179cm,800万円以上,1000万円以上,会社員,普通,飲む,吸う,既婚,長野県,,"青いリンゴよりも熟したリンゴが好みかな<br>
　でも、腐ったリンゴはダメよ",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191811906,2,18,39,8,1,,みろろちゃん,150～154cm,,,学生,少し太め,飲まない,吸わない,独身,東京都,まずは食事から,ぜひよろしくお願いします！！仲良くしてください🤤,true,false,true,2018-04-25,2018-05-14,2018-05-14
14720030671809,1,50,0,0,0,,もるほ,175～179cm,1000万円以上,2500万円以上,会社経営,細め,時々飲む,吸わない,独身,山口県,,"自己紹介・・・・＾＾；<br>
何を書いていいのやら＾＾；<br>
取り合えずは、<br>
メールで、色んな事を、話して、<br>
自分と、言う者を<br>
分かって貰うしか、無いのかも<br>
知れません＾＾；<br>
自分のモットウは、人には優しく（思いやり）<br>
自分には厳しくかな＾＾；<br>
こんな奴（どんな奴やねん）ですが宜しくお願いします",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191801231,2,23,72,0,0,,ri--ka,150～154cm,,,会社員,少し太め,時々飲む,吸わない,独身,東京都,相手に合わせる,"初めまして🌟<br>
仕事は都内のエステサロンで受付をしています💆<br>
仕事柄、お会いするタイミングも不定期になってしまいますが是非仲良くしてください💦お休みは平日がほとんどです😢<br>
22時以降でもお会いするのが大丈夫でしたら、仕事後いつでもあいてます😊☀️<br>
<br>
趣味はディズニーに行く事！！あの空間がとにかく大好きです💖<br>
最近の好きな食べ物は焼肉とフレンチトーストです🥞<br>
<br>
<br>
人見知りとかはしません！！明るいく元気が良い方だと思ってます🌟<br>
よろしくお願い致します😌",true,false,true,2018-03-14,2018-05-14,2018-05-14
14726948405689,1,63,0,0,0,,宗,175～179cm,1000万円以上,2500万円以上,会社経営,太め,時々飲む,時々吸う,既婚,北海道,,"明るく楽しく、気の休まる関係をつくっていけたら良いと思ってます。<br>
よろしくお願いします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14727812857245,1,50,0,0,0,,midoriyama,170～174cm,2000万円以上,5000万円以上,会社経営,普通,時々飲む,吸わない,独身,福井県,,"相手の方の条件は明るく優しい人ならいいです、<br>
何時も綺麗で居てくれる人だと嬉しいです、<br>
メールして決まった訳ではないので<br>
気があって続くようなら早めにあってみたいですね、<br>
まずは気楽にメール下さい、待ってます<br>
",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191812102,2,27,1,1,0,,きこにこ,160～164cm,,,フリーランス,普通,飲まない,吸わない,既婚,石川県,相手に合わせる,"こんばんは。<br>
久しぶりに登録しました。<br>
まだまだ知らない物事が多いと感じる事が多く、普段出会えない方々と色々なお話できたら嬉しいです。<br>
写真はメッセージ等で仲良くなったら是非^ ^<br>
",true,false,true,2018-04-26,2018-05-14,2018-05-14
14727861437254,1,50,0,0,0,,テラダ,175～179cm,2000万円以上,2500万円以上,会社経営,普通,飲む,吸わない,独身,新潟県,,何か人生の目標を持って生きている方であれば、協力できる部分も多いかと思いますので是非お声がけください。,true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191792552,2,28,2,1,0,,結愛41,150～154cm,,,アルバイト,太め,飲む,吸う,独身,大阪府,まずは食事から,"シンママでアルバイトだけでは育児が大変なので<br>
優しく家計を助けてもらえる紳士な男性に出会いたいと<br>
思い登録しました♡(°´ ˘ `°)/<br>
<br>
誰でもいいわけでは無いのでまずはメールから仲良くなってもらえたら嬉しいです<br>
優しく声かけてください！",true,false,true,2018-02-06,2018-05-14,2018-05-14
20581191814646,2,18,30,0,0,,たんちゃん,155～159cm,,,学生,普通,飲まない,吸わない,独身,茨城県,まずは食事から,"初めて始めました。茨城住みの学生です。<br>
学費を稼ぐためアルバイトを掛け持ちしています。<br>
思い切って始めてみました（ ; ; ）<br>
あんまり慣れていないのでリードしてくれる優しい方がいらしたら嬉しいです。<br>
お食事ご一緒してくれる方探しています。",true,false,true,2018-05-07,2018-05-14,2018-05-14
14768491839587,1,60,0,0,0,,小魚,180cm以上,800万円以上,2500万円以上,会社経営,太め,飲む,吸わない,独身,長野県,,"朴訥ですが存在感がある、安心感が得られるなどと言われたり、「守護神」「不沈空母」などと例えられたりします。<br>
明るく心穏やかに話が弾み、仲良くお付き合いできるお方だといいなぁ〜と思っています。<br>
そして、パートナーと一緒に経糸と緯糸を織りなしながら、彩り豊かな日々にしたいと思います。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14721772653794,1,50,0,0,0,,edy,175～179cm,2000万円以上,2500万円以上,会社経営,普通,飲む,吸わない,独身,愛知県,,"仕事はコンサルティング系です。<br>
仕事柄ほぼ毎日のように初対面の不特定多数の方にお会いするので、写真掲載は控えていますが、こうした理由なので、メールでのやり取りなどが出来れば、すぐお送りします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191775508,2,27,22,0,0,,ま お,165～169cm,,,会社員,普通,時々飲む,吸わない,独身,愛知県,まずは食事から,"初めて登録してみました！<br>
<br>
1年半くらい海外に住んで帰ってきました^^<br>
物価が高いと大変ですね^^;<br>
英語と韓国語をもっと勉強したいなって思ってます。<br>
中身も外見も美しくいられたら良いですね。<br>
<br>
お仕事を頑張っている方は、とっても素敵です^^<br>
私の知らないお話などたくさん聞かせて頂きたいですが、あまりプライベートなところまで深入りするつもりはありません。<br>
<br>
心も経済的にも豊かな方、<br>
一緒にお食事やお茶、お買い物して頂けませんか？💕<br>
メッセージ待ってます^^<br>
<br>
<br>
髪はロング、身長高めです^^",true,false,true,2017-11-20,2018-05-14,2018-05-14
14721813067801,1,60,0,0,0,,sungo,175～179cm,2000万円以上,2500万円以上,会社経営,普通,飲む,吸わない,既婚,静岡県,,"お互い癒されるような関係が築けたらと思っています。<br>
ご縁があれば宜しくお願い致します。",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191815915,2,19,4,1,0,,ひがみのの,155～159cm,,,会社員,細め,時々飲む,時々吸う,独身,広島県,積極的,"市内在住OL<br>
技術系のお仕事してます<br>
自分磨き日々奮闘中です(^_^)ノ<br>
素敵な出会いがあればいいですね✧✨✡<br>
性格 明るいくて元気と言われます！<br>
メッセージ必ず返します♪♪",true,false,true,2018-05-11,2018-05-14,2018-05-14
14725217875429,1,51,0,0,0,,秀史,170～174cm,1000万円以上,1000万円以上,会社経営,普通,飲む,吸わない,独身,京都府,,"閲覧ありがとうございます。<br>
魅かれるタイプは聞き上手な人です。自然と会話が盛り上がって楽しい気持ちになれるから。<br>
休日はのんびりしたいですが、たまにドライブに出かけることも。<br>
よろしくお願いします。",true,false,true,9999-12-31,2018-05-14,2018-05-14
14725226235813,1,58,0,0,0,,クリシュナ,165～169cm,600万円以上,500万円以上,公務員,普通,飲む,吸わない,独身,和歌山県,,"魅かれるタイプは優しい人 <br>
<br>
苦手なタイプはタバコはちょっと苦手です <br>
<br>
休日の過ごし方はドライブとか好きです<br>
<br>
<br>
今までで一番高価な買い物は車です。<br>
<br>
よろしくお願いします",true,false,true,9999-12-31,2018-05-14,2018-05-14
20581191753428,2,21,21,11,0,,もりー,165～169cm,,,学生,普通,時々飲む,吸わない,独身,埼玉県,まずは食事から,"まずはお食事からお願いします<br>
20歳<br>
・人生経験豊富でいろいろなお話を聞かせてくださる方<br>
・紳士的な方<br>
・経済的に余裕がある方<br>
仲良くなったらお買い物などにもお出かけしたいです<br>
よろしくお願いします(^^)",true,false,true,2017-07-23,2018-05-14,2018-05-14
20581191801222,2,29,2,0,0,,丸サキ,165～169cm,,,会社員,やや細め,時々飲む,吸わない,独身,東京都,相手に合わせる,"はじめまして。<br>
サキと申します。<br>
<br>
個人的に応援していただける紳士な方と出会いたく登録しました。<br>
<br>
平日なら19時以降、土日は日によりますが時間を作れます。<br>
<br>
性格:聞き上手、落ち着いていると言われます<br>
<br>
趣味:製菓、裁縫<br>
<br>
服装:綺麗系<br>
<br>
落ち着きがあり穏やかな方が好きです。<br>
<br>
事前の写真交換はお断りしておりますのでご了承ください。<br>
<br>
素敵な方と交流をもてましたら幸いです。<br>
よろしくお願いいたします。",true,false,true,2018-03-14,2018-05-14,2018-05-14
20581191816233,2,27,6,0,0,,麻莉0811,150～154cm,,,会社員,やや細め,時々飲む,吸わない,独身,岡山県,まずは食事から,"はじめまして(^-^)<br>
ドキドキしながら登録してみました。<br>
<br>
私の目標を応援してくださるかたが居たら嬉しいです。<br>
楽しい時間を過ごしましょう(^-^)<br>
宜しくお願い致します。",true,false,true,2018-05-12,2018-05-14,2018-05-14
20581191815647,2,21,18,0,0,,なお,155～159cm,,,学生,普通,飲む,吸わない,独身,神奈川県,まずは食事から,"はじめまして、なおです！<br>
都内の大学に通う看護学生です。<br>
住んでいるのは神奈川です。<br>
<br>
始めたばかりで分からないことも多いですが<br>
よろしくお願いします😊<br>
<br>
美味しいお酒とお食事をしてお互いが<br>
気持ちいい関係になれたらと思います。<br>
",true,false,true,2018-05-10,2018-05-14,2018-05-14
